"SCMEB" "DRSC" "BayesSpace" "Louvain"
"2224" 6 6 3 3
"2225" 6 6 3 3
"2226" 1 2 4 6
"2227" 3 3 6 4
"2228" 3 3 6 4
"2229" 4 4 5 3
"2230" 6 6 3 3
"2231" 6 6 3 3
"2232" 3 3 6 5
"2233" 1 1 2 5
"2234" 2 2 4 2
"2235" 6 6 3 3
"2236" 2 2 4 2
"2237" 5 5 6 8
"2238" 6 6 3 3
"2239" 3 3 6 4
"2240" 6 6 3 3
"2241" 6 5 3 3
"2242" 2 2 4 2
"2243" 5 1 7 6
"2244" 1 2 7 2
"2245" 4 4 1 7
"2246" 6 6 3 3
"2247" 2 2 4 2
"2248" 2 2 4 6
"2249" 1 2 4 6
"2250" 6 5 3 3
"2251" 3 1 2 5
"2252" 1 2 4 6
"2253" 1 2 4 2
"2254" 2 5 4 8
"2255" 1 1 2 5
"2256" 1 2 2 5
"2257" 1 1 2 5
"2258" 3 3 6 3
"2259" 5 1 7 5
"2260" 4 2 4 7
"2261" 2 2 7 2
"2262" 2 2 4 2
"2263" 4 4 1 7
"2264" 3 3 6 4
"2265" 3 3 6 4
"2266" 2 2 7 2
"2267" 6 6 3 3
"2268" 3 3 6 4
"2269" 2 2 7 2
"2270" 5 5 7 5
"2271" 6 6 6 3
"2272" 4 4 1 7
"2273" 4 4 1 7
"2274" 3 3 6 4
"2275" 2 2 4 2
"2276" 3 3 6 4
"2277" 6 6 3 3
"2278" 4 4 1 7
"2279" 1 1 2 5
"2280" 1 1 7 4
"2281" 6 6 3 3
"2282" 5 5 7 8
"2283" 6 6 3 3
"2284" 4 4 5 7
"2285" 2 2 4 2
"2286" 1 2 2 5
"2287" 4 4 1 7
"2288" 3 3 6 4
"2289" 6 6 3 3
"2290" 3 3 6 4
"2291" 3 3 6 4
"2292" 4 4 1 7
"2293" 6 6 3 3
"2294" 2 2 4 6
"2295" 3 1 2 5
"2296" 5 3 6 4
"2297" 5 5 7 2
"2298" 4 2 4 2
"2299" 3 3 6 4
"2300" 2 2 4 6
"2301" 4 4 1 7
"2302" 1 2 4 5
"2303" 2 2 4 7
"2304" 1 2 4 6
"2305" 1 2 7 2
"2306" 1 2 4 2
"2307" 6 6 3 3
"2308" 2 2 4 2
"2309" 5 1 7 2
"2310" 4 2 4 7
"2311" 3 3 6 4
"2312" 5 3 6 8
"2313" 3 3 6 4
"2314" 1 2 4 5
"2315" 4 4 1 7
"2316" 4 4 7 8
"2317" 1 2 7 2
"2318" 4 4 1 7
"2319" 3 1 2 5
"2320" 3 3 6 4
"2321" 5 1 7 5
"2322" 6 6 3 3
"2323" 1 2 2 2
"2324" 5 5 6 8
"2325" 6 6 3 3
"2326" 4 4 5 7
"2327" 3 1 2 4
"2328" 3 1 6 4
"2329" 5 1 7 4
"2330" 3 3 6 4
"2331" 4 2 4 2
"2332" 6 6 3 3
"2333" 3 1 2 4
"2334" 1 1 2 5
"2335" 5 1 7 6
"2336" 4 4 1 7
"2337" 2 2 4 2
"2338" 4 1 7 2
"2339" 3 3 6 4
"2340" 5 1 7 4
"2341" 5 5 7 2
"2342" 2 2 4 6
"2343" 3 3 6 4
"2344" 4 4 7 9
"2345" 5 1 7 5
"2346" 1 1 2 6
"2347" 6 5 6 3
"2348" 2 2 4 6
"2349" 6 6 3 3
"2350" 2 2 4 2
"2351" 6 6 3 3
"2352" 6 6 3 3
"2353" 5 1 2 6
"2354" 1 1 7 5
"2355" 1 1 2 5
"2356" 3 3 6 4
"2357" 4 4 1 7
"2358" 5 1 7 6
"2359" 3 1 2 4
"2360" 3 3 6 4
"2361" 6 6 3 3
"2362" 4 4 4 7
"2363" 3 3 6 4
"2364" 6 6 3 3
"2365" 6 6 3 3
"2366" 4 1 2 5
"2367" 3 1 2 4
"2368" 2 2 7 2
"2369" 3 3 6 4
"2370" 1 1 2 5
"2371" 2 2 4 6
"2372" 3 5 6 4
"2373" 6 6 3 3
"2374" 1 1 2 5
"2375" 5 1 7 4
"2376" 2 2 4 2
"2377" 6 6 3 3
"2378" 4 4 1 7
"2379" 2 2 4 6
"2380" 6 6 3 3
"2381" 5 1 7 6
"2382" 2 2 4 6
"2383" 5 5 7 2
"2384" 1 1 2 5
"2385" 1 2 4 2
"2386" 2 2 4 6
"2387" 5 5 7 2
"2388" 6 6 3 3
"2389" 1 1 2 5
"2390" 1 6 4 2
"2391" 5 5 7 8
"2392" 1 2 2 5
"2393" 6 5 3 3
"2394" 1 1 2 5
"2395" 4 4 1 7
"2396" 5 5 7 8
"2397" 5 1 7 2
"2398" 6 6 3 3
"2399" 2 5 7 2
"2400" 4 4 4 7
"2401" 2 2 4 2
"2402" 4 4 5 7
"2403" 2 2 4 2
"2404" 4 2 4 7
"2405" 1 2 4 6
"2406" 2 2 4 2
"2407" 3 3 6 4
"2408" 6 6 3 3
"2409" 2 2 4 2
"2410" 3 3 6 4
"2411" 5 3 6 8
"2412" 5 5 6 2
"2413" 2 2 7 6
"2414" 1 1 7 5
"2415" 1 1 2 5
"2416" 1 1 2 5
"2417" 5 5 6 8
"2418" 3 3 6 4
"2419" 6 5 3 3
"2420" 2 2 4 2
"2421" 4 4 5 7
"2422" 1 1 2 5
"2423" 6 6 3 3
"2424" 2 2 4 2
"2425" 5 5 7 2
"2426" 3 3 6 4
"2427" 2 2 4 2
"2428" 1 1 2 5
"2429" 5 3 6 6
"2430" 4 4 7 9
"2431" 3 3 6 4
"2432" 2 2 4 2
"2433" 1 2 4 2
"2434" 6 6 3 3
"2435" 1 2 4 6
"2436" 1 2 4 6
"2437" 5 5 6 8
"2438" 6 6 3 3
"2439" 4 2 4 6
"2440" 6 6 3 3
"2441" 1 2 4 2
"2442" 2 2 7 2
"2443" 5 5 7 2
"2444" 4 4 1 7
"2445" 6 3 6 4
"2446" 6 6 3 3
"2447" 6 5 3 3
"2448" 1 2 4 5
"2449" 5 3 6 4
"2450" 3 3 6 4
"2451" 3 3 6 4
"2452" 3 1 2 5
"2453" 5 3 6 4
"2454" 4 4 4 2
"2455" 2 2 4 2
"2456" 1 2 4 6
"2457" 3 1 2 4
"2458" 5 3 6 8
"2459" 4 2 4 2
"2460" 4 4 5 7
"2461" 2 2 4 2
"2462" 1 1 2 5
"2463" 4 4 1 7
"2464" 1 1 2 5
"2465" 2 2 4 5
"2466" 5 3 6 8
"2467" 1 1 2 5
"2468" 6 6 3 3
"2469" 1 1 2 2
"2470" 4 4 1 7
"2471" 6 6 3 3
"2472" 4 4 1 7
"2473" 5 5 7 8
"2474" 2 2 4 2
"2475" 3 1 2 5
"2476" 3 3 6 4
"2477" 6 6 3 3
"2478" 3 1 2 4
"2479" 3 3 6 3
"2480" 5 5 6 4
"2481" 2 2 7 2
"2482" 2 2 4 2
"2483" 6 5 6 3
"2484" 2 4 4 2
"2485" 3 3 6 5
"2486" 3 1 2 4
"2487" 5 5 7 5
"2488" 5 1 7 2
"2489" 2 2 4 2
"2490" 3 1 2 4
"2491" 2 2 4 2
"2492" 5 5 6 8
"2493" 4 4 5 7
"2494" 1 2 4 2
"2495" 2 2 4 2
"2496" 3 1 2 4
"2497" 6 6 3 3
"2498" 5 5 6 8
"2499" 5 5 6 8
"2500" 1 1 2 5
"2501" 5 1 2 5
"2502" 3 1 7 4
"2503" 6 6 3 3
"2504" 3 1 7 4
"2505" 4 4 5 7
"2506" 5 5 6 8
"2507" 3 3 6 4
"2508" 1 1 7 6
"2509" 5 5 7 8
"2510" 6 6 3 3
"2511" 4 4 5 7
"2512" 2 2 7 2
"2513" 6 3 6 3
"2514" 5 1 2 5
"2515" 1 2 2 6
"2516" 6 6 3 3
"2517" 3 3 6 4
"2518" 2 2 7 2
"2519" 1 2 4 5
"2520" 1 2 4 6
"2521" 5 1 7 6
"2522" 4 4 5 7
"2523" 1 1 2 5
"2524" 2 2 4 2
"2525" 3 3 6 4
"2526" 2 2 4 2
"2527" 6 6 3 3
"2528" 1 2 4 6
"2529" 3 3 6 4
"2530" 6 6 3 3
"2531" 3 3 6 4
"2532" 2 2 4 2
"2533" 6 6 3 3
"2534" 4 4 7 9
"2535" 1 2 4 5
"2536" 5 5 6 8
"2537" 6 6 3 3
"2538" 4 4 1 7
"2539" 3 3 6 4
"2540" 1 2 4 5
"2541" 1 2 4 9
"2542" 1 1 2 5
"2543" 5 3 6 8
"2544" 6 6 3 3
"2545" 2 2 4 2
"2546" 6 6 3 3
"2547" 3 1 2 5
"2548" 2 2 4 2
"2549" 1 2 7 6
"2550" 3 3 6 4
"2551" 3 3 6 4
"2552" 2 2 4 2
"2553" 3 3 6 4
"2554" 2 2 4 6
"2555" 5 1 7 4
"2556" 5 2 7 6
"2557" 5 5 7 2
"2558" 2 5 7 2
"2559" 6 6 3 3
"2560" 1 2 4 6
"2561" 2 2 7 6
"2562" 1 1 2 6
"2563" 3 1 6 5
"2564" 2 2 7 2
"2565" 2 2 7 2
"2566" 1 1 2 5
"2567" 4 2 4 2
"2568" 4 1 7 9
"2569" 1 2 4 5
"2570" 2 2 4 6
"2571" 6 6 3 3
"2572" 4 4 1 7
"2573" 5 5 7 8
"2574" 5 5 7 2
"2575" 5 3 6 8
"2576" 4 4 4 7
"2577" 5 3 6 8
"2578" 1 1 7 4
"2579" 5 5 6 8
"2580" 3 3 6 3
"2581" 5 1 6 2
"2582" 1 1 2 5
"2583" 3 1 6 4
"2584" 4 2 4 6
"2585" 5 5 7 8
"2586" 4 4 5 7
"2587" 4 4 7 9
"2588" 1 1 7 5
"2589" 5 1 7 4
"2590" 4 4 7 9
"2591" 1 2 4 5
"2592" 2 2 7 2
"2593" 3 1 6 4
"2594" 6 6 3 3
"2595" 4 2 7 9
"2596" 1 1 2 5
"2597" 2 2 4 2
"2598" 5 3 6 8
"2599" 6 5 6 8
"2600" 1 2 4 5
"2601" 3 3 6 4
"2602" 5 5 6 8
"2603" 5 1 7 4
"2604" 5 5 6 8
"2605" 6 3 6 3
"2606" 3 3 6 5
"2607" 5 3 6 8
"2608" 1 2 6 4
"2609" 2 2 4 2
"2610" 2 2 4 2
"2611" 3 3 6 4
"2612" 3 1 2 5
"2613" 6 6 3 3
"2614" 5 3 6 4
"2615" 5 3 6 8
"2616" 3 3 6 4
"2617" 3 3 6 4
"2618" 6 6 3 3
"2619" 2 2 7 2
"2620" 2 2 4 2
"2621" 6 5 3 3
"2622" 1 1 7 5
"2623" 1 2 4 6
"2624" 4 4 1 7
"2625" 1 1 7 4
"2626" 2 2 7 2
"2627" 5 3 6 4
"2628" 6 6 3 3
"2629" 2 2 4 2
"2630" 6 6 3 3
"2631" 3 3 6 4
"2632" 2 2 4 2
"2633" 1 2 4 2
"2634" 5 5 7 6
"2635" 2 2 4 2
"2636" 2 2 4 2
"2637" 6 6 3 3
"2638" 4 4 5 7
"2639" 6 5 6 3
"2640" 2 2 4 2
"2641" 6 6 3 3
"2642" 1 2 7 9
"2643" 4 4 1 7
"2644" 4 4 5 7
"2645" 2 2 4 7
"2646" 1 1 2 5
"2647" 6 6 3 3
"2648" 5 2 7 2
"2649" 5 5 7 2
"2650" 3 3 6 4
"2651" 2 2 4 7
"2652" 6 6 3 3
"2653" 5 5 7 5
"2654" 5 3 6 8
"2655" 3 3 6 5
"2656" 2 2 4 2
"2657" 4 1 7 2
"2658" 6 6 6 3
"2659" 2 2 4 2
"2660" 3 3 6 4
"2661" 6 6 3 3
"2662" 4 2 4 9
"2663" 6 6 3 3
"2664" 3 1 2 5
"2665" 3 3 6 5
"2666" 4 4 1 7
"2667" 4 4 5 7
"2668" 5 5 6 4
"2669" 1 1 2 6
"2670" 2 2 4 6
"2671" 2 2 4 6
"2672" 5 3 6 4
"2673" 6 6 3 3
"2674" 4 2 4 2
"2675" 3 1 2 5
"2676" 6 3 3 3
"2677" 2 2 4 6
"2678" 3 3 6 4
"2679" 1 2 4 5
"2680" 1 2 2 2
"2681" 6 6 3 3
"2682" 4 4 5 7
"2683" 5 1 7 6
"2684" 3 3 6 4
"2685" 1 1 2 5
"2686" 2 2 4 2
"2687" 1 2 4 2
"2688" 5 1 7 2
"2689" 6 6 3 3
"2690" 1 1 2 5
"2691" 6 6 3 3
"2692" 6 6 3 3
"2693" 4 4 4 2
"2694" 2 2 4 2
"2695" 6 6 3 3
"2696" 4 4 7 9
"2697" 3 3 6 4
"2698" 4 2 4 2
"2699" 6 5 3 3
"2700" 5 5 6 8
"2701" 6 6 3 3
"2702" 1 2 2 5
"2703" 4 4 5 7
"2704" 2 2 4 2
"2705" 2 2 4 2
"2706" 1 2 4 7
"2707" 4 4 4 2
"2708" 2 2 7 2
"2709" 1 2 4 2
"2710" 5 1 7 2
"2711" 6 6 3 3
"2712" 6 6 3 3
"2713" 1 2 2 5
"2714" 1 2 2 2
"2715" 2 2 4 2
"2716" 1 2 7 6
"2717" 1 1 2 5
"2718" 2 2 4 2
"2719" 1 1 2 5
"2720" 3 1 6 4
"2721" 5 1 7 6
"2722" 6 6 3 3
"2723" 2 2 4 2
"2724" 1 1 2 5
"2725" 6 6 3 3
"2726" 6 5 3 3
"2727" 4 4 1 7
"2728" 1 1 2 5
"2729" 4 4 5 7
"2730" 3 3 6 4
"2731" 3 1 2 5
"2732" 3 3 6 4
"2733" 5 2 7 2
"2734" 6 3 3 3
"2735" 2 2 4 6
"2736" 3 3 6 4
"2737" 2 2 4 6
"2738" 4 4 7 9
"2739" 2 2 4 6
"2740" 6 6 3 3
"2741" 1 1 2 5
"2742" 4 4 1 7
"2743" 2 2 4 8
"2744" 2 2 4 2
"2745" 6 6 3 3
"2746" 1 2 4 5
"2747" 4 4 5 7
"2748" 1 2 4 6
"2749" 5 1 2 2
"2750" 3 1 2 5
"2751" 2 2 4 2
"2752" 1 1 2 5
"2753" 3 3 6 4
"2754" 3 1 2 5
"2755" 4 4 7 9
"2756" 6 6 3 3
"2757" 1 2 4 6
"2758" 5 1 7 5
"2759" 4 4 5 7
"2760" 4 4 4 9
"2761" 4 4 1 7
"2762" 2 2 4 2
"2763" 2 2 4 6
"2764" 4 4 5 2
"2765" 1 2 2 5
"2766" 2 2 4 6
"2767" 1 2 4 2
"2768" 3 3 6 4
"2769" 4 2 4 6
"2770" 5 3 6 4
"2771" 6 6 3 3
"2772" 4 4 7 9
"2773" 3 1 6 4
"2774" 5 5 6 8
"2775" 1 2 4 6
"2776" 1 2 2 5
"2777" 3 3 6 4
"2778" 3 1 2 4
"2779" 1 2 4 6
"2780" 6 6 3 3
"2781" 2 2 4 2
"2782" 1 2 4 6
"2783" 3 3 6 4
"2784" 5 1 2 5
"2785" 5 1 2 2
"2786" 3 3 6 5
"2787" 3 3 6 4
"2788" 1 1 2 5
"2789" 1 6 2 5
"2790" 4 4 5 7
"2791" 1 1 2 5
"2792" 5 3 6 4
"2793" 3 3 6 4
"2794" 4 2 5 7
"2795" 5 1 7 5
"2796" 6 6 3 3
"2797" 2 2 4 2
"2798" 1 2 7 2
"2799" 6 6 6 3
"2800" 6 6 3 3
"2801" 3 3 6 4
"2802" 1 2 4 7
"2803" 1 1 2 5
"2804" 5 5 7 2
"2805" 6 6 6 8
"2806" 2 2 4 2
"2807" 6 6 3 3
"2808" 4 4 5 7
"2809" 3 3 6 4
"2810" 1 1 2 5
"2811" 6 6 3 3
"2812" 2 2 4 6
"2813" 6 3 3 3
"2814" 2 2 4 2
"2815" 2 2 4 2
"2816" 1 2 4 5
"2817" 5 1 2 5
"2818" 5 5 6 8
"2819" 1 2 4 2
"2820" 1 1 2 5
"2821" 5 2 7 2
"2822" 3 3 6 4
"2823" 1 2 7 2
"2824" 6 6 3 3
"2825" 3 3 6 4
"2826" 5 1 7 6
"2827" 6 6 3 3
"2828" 5 3 6 4
"2829" 3 3 6 4
"2830" 1 2 4 6
"2831" 2 2 4 6
"2832" 2 2 4 2
"2833" 1 2 4 6
"2834" 3 3 6 4
"2835" 2 2 4 6
"2836" 6 3 3 3
"2837" 3 3 6 4
"2838" 2 2 4 2
"2839" 3 3 6 4
"2840" 5 1 7 4
"2841" 1 2 4 2
"2842" 3 3 6 4
"2843" 6 6 3 3
"2844" 4 4 1 7
"2845" 3 3 6 4
"2846" 1 1 2 5
"2847" 1 2 2 5
"2848" 5 5 6 8
"2849" 2 2 7 2
"2850" 4 4 5 7
"2851" 4 4 1 7
"2852" 6 6 3 3
"2853" 1 2 2 5
"2854" 5 1 7 2
"2855" 1 1 2 2
"2856" 1 1 2 5
"2857" 6 3 6 3
"2858" 5 3 6 8
"2859" 5 3 6 8
"2860" 1 2 4 2
"2861" 5 5 6 8
"2862" 6 6 3 3
"2863" 1 1 7 9
"2864" 2 2 4 5
"2865" 4 4 5 7
"2866" 6 6 3 3
"2867" 3 5 6 4
"2868" 5 5 7 2
"2869" 3 3 6 4
"2870" 6 5 3 3
"2871" 3 3 6 4
"2872" 6 6 3 3
"2873" 2 2 7 2
"2874" 6 5 6 3
"2875" 5 3 6 8
"2876" 2 2 7 2
"2877" 4 4 1 7
"2878" 3 3 6 4
"2879" 3 3 6 4
"2880" 6 6 3 3
"2881" 5 1 7 4
"2882" 1 1 2 6
"2883" 5 5 7 8
"2884" 3 3 6 4
"2885" 1 2 4 5
"2886" 5 1 2 4
"2887" 5 3 6 4
"2888" 3 3 6 4
"2889" 3 3 6 5
"2890" 5 1 7 6
"2891" 6 5 3 3
"2892" 5 2 7 2
"2893" 3 1 2 4
"2894" 2 2 4 2
"2895" 1 2 2 5
"2896" 6 6 3 3
"2897" 3 3 6 4
"2898" 3 3 6 4
"2899" 3 3 6 4
"2900" 3 1 6 4
"2901" 1 1 2 5
"2902" 6 6 3 3
"2903" 2 2 4 2
"2904" 3 3 6 4
"2905" 1 2 4 6
"2906" 2 2 7 2
"2907" 6 6 3 3
"2908" 5 1 7 6
"2909" 6 6 3 3
"2910" 4 4 1 7
"2911" 3 3 6 4
"2912" 6 6 3 3
"2913" 2 2 7 6
"2914" 2 2 4 2
"2915" 2 2 4 2
"2916" 5 3 6 8
"2917" 4 4 1 7
"2918" 3 1 2 4
"2919" 3 3 6 4
"2920" 6 3 3 3
"2921" 3 3 6 4
"2922" 5 5 7 2
"2923" 4 4 4 2
"2924" 3 1 2 5
"2925" 2 2 4 6
"2926" 3 3 6 4
"2927" 4 4 5 7
"2928" 6 6 3 3
"2929" 6 6 3 3
"2930" 1 2 7 2
"2931" 4 4 5 7
"2932" 3 3 6 4
"2933" 5 3 6 8
"2934" 3 1 2 4
"2935" 5 5 6 8
"2936" 2 2 4 6
"2937" 3 3 6 4
"2938" 4 4 5 7
"2939" 3 3 6 4
"2940" 2 2 4 2
"2941" 5 1 7 5
"2942" 6 6 3 3
"2943" 6 6 3 3
"2944" 6 6 3 3
"2945" 5 3 6 8
"2946" 3 1 2 5
"2947" 4 1 2 2
"2948" 6 6 3 3
"2949" 1 2 4 2
"2950" 1 1 2 5
"2951" 5 1 2 2
"2952" 2 2 4 2
"2953" 3 3 6 4
"2954" 1 1 2 5
"2955" 1 2 2 5
"2956" 4 4 5 7
"2957" 2 2 4 2
"2958" 4 4 1 7
"2959" 5 5 7 8
"2960" 3 1 2 5
"2961" 1 2 4 2
"2962" 2 2 4 2
"2963" 1 2 4 6
"2964" 2 2 7 6
"2965" 3 1 2 5
"2966" 4 2 4 7
"2967" 2 2 4 6
"2968" 1 1 7 9
"2969" 2 2 7 2
"2970" 1 2 4 2
"2971" 1 1 7 5
"2972" 6 6 3 3
"2973" 6 5 6 3
"2974" 1 2 4 6
"2975" 5 1 7 5
"2976" 6 6 3 3
"2977" 1 1 2 5
"2978" 6 6 3 3
"2979" 1 2 4 2
"2980" 2 2 4 2
"2981" 1 2 7 6
"2982" 1 2 4 8
"2983" 6 6 3 3
"2984" 3 3 6 4
"2985" 6 6 3 3
"2986" 5 1 7 5
"2987" 5 3 6 4
"2988" 2 2 4 6
"2989" 2 2 4 2
"2990" 1 1 2 6
"2991" 2 2 4 2
"2992" 2 2 7 2
"2993" 2 2 4 2
"2994" 4 4 1 7
"2995" 6 6 3 3
"2996" 6 3 3 3
"2997" 6 6 3 3
"2998" 2 2 4 2
"2999" 1 2 4 5
"3000" 6 6 3 3
"3001" 2 2 4 2
"3002" 5 5 6 8
"3003" 4 1 7 9
"3004" 3 3 6 4
"3005" 3 3 6 4
"3006" 6 3 6 3
"3007" 6 6 3 3
"3008" 6 6 3 3
"3009" 2 2 4 2
"3010" 5 3 6 8
"3011" 6 6 6 3
"3012" 2 2 4 2
"3013" 1 2 4 5
"3014" 4 4 1 7
"3015" 1 1 2 5
"3016" 5 1 7 4
"3017" 6 6 3 3
"3018" 1 1 7 5
"3019" 1 2 4 5
"3020" 4 4 1 7
"3021" 5 1 7 6
"3022" 1 2 7 5
"3023" 2 2 4 6
"3024" 6 6 3 3
"3025" 2 2 4 2
"3026" 3 3 6 4
"3027" 4 4 5 7
"3028" 6 5 3 3
"3029" 1 2 2 5
"3030" 5 1 6 5
"3031" 1 2 2 5
"3032" 3 1 2 5
"3033" 6 6 3 3
"3034" 2 2 4 2
"3035" 1 2 2 5
"3036" 5 5 6 8
"3037" 3 3 6 4
"3038" 6 6 3 3
"3039" 3 3 6 4
"3040" 3 3 6 4
"3041" 5 1 7 5
"3042" 1 1 2 6
"3043" 1 2 4 2
"3044" 2 2 4 6
"3045" 5 5 7 2
"3046" 6 6 3 3
"3047" 1 2 4 5
"3048" 2 2 4 2
"3049" 3 3 6 4
"3050" 1 2 4 5
"3051" 2 2 4 2
"3052" 1 2 4 2
"3053" 6 6 3 3
"3054" 2 2 4 2
"3055" 5 3 6 4
"3056" 2 2 4 6
"3057" 4 4 1 7
"3058" 2 2 4 2
"3059" 1 1 2 5
"3060" 3 3 6 4
"3061" 1 2 4 6
"3062" 6 6 3 3
"3063" 5 1 7 4
"3064" 3 5 6 4
"3065" 1 1 2 5
"3066" 3 3 6 4
"3067" 2 2 4 2
"3068" 6 6 3 3
"3069" 4 4 1 7
"3070" 5 3 6 8
"3071" 2 2 7 2
"3072" 5 3 6 4
"3073" 3 3 6 4
"3074" 6 6 3 3
"3075" 4 1 7 2
"3076" 5 1 7 4
"3077" 2 2 7 6
"3078" 2 2 4 2
"3079" 5 5 7 8
"3080" 2 2 4 2
"3081" 5 5 6 8
"3082" 2 2 4 6
"3083" 1 1 2 5
"3084" 1 2 7 2
"3085" 6 6 3 3
"3086" 6 6 3 3
"3087" 1 2 2 5
"3088" 6 6 3 3
"3089" 2 2 4 2
"3090" 6 6 6 3
"3091" 4 4 5 7
"3092" 5 2 7 6
"3093" 6 6 3 3
"3094" 1 2 4 2
"3095" 2 2 4 2
"3096" 6 6 3 3
"3097" 6 6 3 3
"3098" 5 1 2 4
"3099" 4 1 7 6
"3100" 6 6 3 3
"3101" 1 1 2 5
"3102" 4 4 1 7
"3103" 5 5 6 8
"3104" 3 3 6 4
"3105" 3 3 6 5
"3106" 5 5 7 2
"3107" 4 4 1 7
"3108" 1 1 2 6
"3109" 2 2 7 2
"3110" 2 2 4 2
"3111" 5 5 7 2
"3112" 5 5 6 8
"3113" 2 2 7 2
"3114" 6 6 3 3
"3115" 6 6 3 3
"3116" 5 3 6 2
"3117" 2 2 4 2
"3118" 1 2 2 5
"3119" 2 2 7 2
"3120" 1 1 2 5
"3121" 5 5 7 8
"3122" 6 6 3 3
"3123" 6 6 3 3
"3124" 3 3 6 4
"3125" 1 1 2 5
"3126" 2 2 4 6
"3127" 4 4 1 7
"3128" 3 3 6 4
"3129" 6 5 3 3
"3130" 2 2 7 2
"3131" 1 1 7 5
"3132" 2 2 7 8
"3133" 1 2 2 5
"3134" 3 1 2 5
"3135" 2 2 4 2
"3136" 5 1 7 5
"3137" 3 1 2 5
"3138" 6 6 3 3
"3139" 5 1 7 4
"3140" 3 3 6 4
"3141" 5 3 6 4
"3142" 2 2 4 2
"3143" 2 2 4 2
"3144" 1 2 4 6
"3145" 4 4 1 7
"3146" 1 2 4 6
"3147" 4 1 7 2
"3148" 5 5 7 8
"3149" 3 3 6 4
"3150" 4 4 5 7
"3151" 3 3 6 4
"3152" 6 6 3 3
"3153" 6 6 3 3
"3154" 6 6 3 3
"3155" 3 1 2 5
"3156" 6 6 3 3
"3157" 2 2 4 2
"3158" 4 4 1 7
"3159" 3 1 2 4
"3160" 1 2 4 6
"3161" 4 4 5 7
"3162" 2 2 4 2
"3163" 5 1 7 4
"3164" 4 4 5 7
"3165" 3 3 6 4
"3166" 6 6 6 5
"3167" 5 5 6 8
"3168" 2 5 7 2
"3169" 1 1 2 6
"3170" 1 1 2 5
"3171" 6 6 6 3
"3172" 1 2 4 6
"3173" 3 1 2 5
"3174" 6 6 3 3
"3175" 2 2 4 2
"3176" 6 6 3 3
"3177" 3 3 6 4
"3178" 3 5 6 4
"3179" 1 2 4 6
"3180" 2 2 4 2
"3181" 5 1 7 5
"3182" 2 5 7 2
"3183" 2 2 4 2
"3184" 6 5 6 3
"3185" 2 2 4 2
"3186" 1 2 4 6
"3187" 5 2 7 2
"3188" 6 6 3 3
"3189" 3 3 6 4
"3190" 2 2 4 2
"3191" 1 2 4 6
"3192" 4 4 5 7
"3193" 3 3 6 4
"3194" 3 3 6 4
"3195" 5 3 6 8
"3196" 6 3 3 3
"3197" 1 1 2 5
"3198" 2 2 4 6
"3199" 3 3 6 4
"3200" 5 5 7 2
"3201" 6 6 3 3
"3202" 1 2 4 2
"3203" 6 5 3 8
"3204" 1 2 2 5
"3205" 6 6 3 3
"3206" 2 2 4 2
"3207" 1 1 2 5
"3208" 6 6 3 3
"3209" 4 4 4 7
"3210" 6 6 3 3
"3211" 2 2 4 2
"3212" 2 2 4 2
"3213" 1 1 2 6
"3214" 4 4 4 2
"3215" 4 1 7 9
"3216" 1 1 7 2
"3217" 1 1 2 6
"3218" 2 2 4 2
"3219" 2 2 7 2
"3220" 1 2 4 6
"3221" 6 6 3 3
"3222" 4 4 1 7
"3223" 2 2 4 2
"3224" 5 3 6 8
"3225" 1 2 7 2
"3226" 1 2 2 5
"3227" 2 2 4 6
"3228" 2 2 4 2
"3229" 2 2 4 6
"3230" 1 2 4 2
"3231" 5 5 6 8
"3232" 1 2 4 6
"3233" 4 4 1 7
"3234" 1 1 2 5
"3235" 1 2 4 2
"3236" 5 1 2 6
"3237" 1 2 4 2
"3238" 5 2 7 6
"3239" 1 1 2 5
"3240" 5 3 6 8
"3241" 1 1 2 5
"3242" 1 2 2 6
"3243" 1 1 2 2
"3244" 4 2 5 7
"3245" 1 2 4 2
"3246" 5 5 6 8
"3247" 2 2 4 2
"3248" 4 4 1 7
"3249" 2 2 4 2
"3250" 3 3 6 4
"3251" 2 2 4 2
"3252" 2 2 4 2
"3253" 4 4 5 2
"3254" 3 1 2 5
"3255" 2 2 4 6
"3256" 1 1 2 5
"3257" 2 2 4 2
"3258" 1 2 4 2
"3259" 4 4 1 7
"3260" 2 2 4 2
"3261" 2 2 4 2
"3262" 3 3 6 4
"3263" 2 2 7 2
"3264" 1 2 4 6
"3265" 1 2 4 6
"3266" 6 6 3 3
"3267" 1 2 2 5
"3268" 5 5 7 2
"3269" 2 2 4 2
"3270" 5 3 6 8
"3271" 3 3 6 4
"3272" 2 2 4 2
"3273" 4 1 7 2
"3274" 6 6 3 3
"3275" 3 3 6 4
"3276" 2 2 4 2
"3277" 2 2 4 6
"3278" 6 6 3 3
"3279" 2 2 4 2
"3280" 3 3 6 4
"3281" 5 5 6 8
"3282" 1 2 4 2
"3283" 3 3 6 4
"3284" 2 2 4 2
"3285" 5 5 7 2
"3286" 3 1 2 5
"3287" 1 2 4 6
"3288" 6 6 3 3
"3289" 2 2 7 2
"3290" 4 4 1 7
"3291" 1 2 2 6
"3292" 5 1 2 4
"3293" 2 2 4 2
"3294" 5 3 6 8
"3295" 2 2 4 2
"3296" 1 1 2 5
"3297" 5 1 7 6
